,,V No,Date,Party,City,Total Amt,Remarks
,,932,25/08/2021,BHAVNA CLEANING,ANAND,3700,SEP-2021
,,933,25/08/2021,PARAMOUNT,ANAND,8656,SEP/OCT-2021 REORDER LEVEL
,,934,25/08/2021,GALAXY SURGICAL,ANAND,6986,Sep-Oct-21 ReorderLevel
,,935,25/08/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,2671,Sep-Oct-21 ReorderLevel
,,936,25/08/2021,JAAC TECHNO SERVICES PVT LTD,VADODARA,2428,FOR BORSAD BRANCH GENERATOR USED
,,937,25/08/2021,Inside Solution,Anand,9254,REORDER LEVEL-REQUIRED URGENT BASIS-DUE TO 1 USED-1 REPLACED PENDING
,,938,26/08/2021,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,34220,
,,939,31/08/2021,YOGI SERVICE,,6300,As per Req.by Dr.mehul Sir/L3110 Printer Ink-003
,,940,02/09/2021,WHITE HOUSE,,3576.48,Reorder level-Sep-Oct 2021
,,941,02/09/2021,HARIHAR BOOK DEPO,ANAND,2660,"Sep-2021, Reorder"
,,942,02/09/2021,RINA MEDICAL STORES,,4615.5,Reorder Level-Sep21 
,,943,03/09/2021,G V SALES & SERVICE,BARODA,154350,Sep-2021 Reorder Level
,,944,03/09/2021,CHANDAN GENERAL STORES,,7300,FOR CME SEP-2021
,,945,03/09/2021,Inside Solution,Anand,13813,As per Quotation Dtd.02.09.2021
,,946,04/09/2021,ASHOK WATCH AMPORIUM,ANAND,19000,For CME/ Dr.Gift set Anand used
,,947,04/09/2021,GALAXY SURGICAL,ANAND,4457.5,As per req. by USG-Dr.Bhunika Mam/POM-1 Year Waranty- MRI-4th floor/Tape for Jatan
,,948,06/09/2021,TRINITY SYSTEM (RONALD),ANAND,3800,As per req./IT dept./Last rate consider for Trinity sytem-Ronald
,,949,06/09/2021,TECHNO HOUSE,Godhra,43800,As per Quotation Dtd.06.09.2021
,,950,07/09/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,50364,REORDER LEVEL
,,951,08/09/2021,RAGUNANDAN REFRIGERATION,ANAND,30000,"Borsad Branch , by Mihir fitted in July-21, 5 year warranty"
,,952,08/09/2021,SGE MEDTECH,SURAT,110250,REORDER LEVEL
,,953,08/09/2021,INDUS,ANAND,3606,REORDER LEVEL
,,954,08/09/2021,CARESTREAM,,465088.96,REORDER LEVEL
,,955,09/09/2021,SAINI AUTMOBILES,ANAND,4700,USG-1 UPS Repaired/ Old Battery Buy Back Rs.780
,,956,09/09/2021,BHAVNA CLEANING,ANAND,780,for MRI-4th Floor & Ground Floor/Size-2x3ft
,,957,10/09/2021,Inside Solution,Anand,2654,As per Quotation Dtd.07.09.2021- for Dr.Ritesh sir Report PC
,,958,11/09/2021,Inside Solution,Anand,3200,For MRI Patient/ With 1 year warranry
,,959,14/09/2021,DARSHI MARKETING,BARODA,4513,Primary Req./ Approx 3 months used/20 pages Multi color & binding 80 gsm Paper.
,,960,14/09/2021,DARSHI MARKETING,BARODA,21683,Primary Req./ Approx 3 months used
,,961,14/09/2021,ENERGY PRINT,BARODA,4500,Primary Req./ Approx 3 months used
,,962,14/09/2021,GALAXY SURGICAL,ANAND,2274,FOR USG-4th Procedure/ By Bhumika Mam Req.& CT Dept
,,963,15/09/2021,Inside Solution,Anand,2537,Ref.PO-945/9-change Dome to Bullet 1No./Rs.136 diff.add
,,964,16/09/2021,ARVIND GOHIL,ANAND,1900,FETAL MEDICINE DEPT./ 3 TO 4 MONTH REQ.
,,965,16/09/2021,AMIT CHEM TRADERS,VADODARA,37288,REORDER LEVEL
,,966,16/09/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,28018.6,REORDER LEVEL
,,967,16/09/2021,OM AGENCY,ANAND,1800,reorder level
,,968,17/09/2021,G V SALES & SERVICE,BARODA,58240,REORDER LEVEL
,,969,17/09/2021,GALAXY SURGICAL,ANAND,1320.5,REORDER LEVEL
,,970,17/09/2021,PARAMOUNT,ANAND,2311.5,REORDER LEVEL
,,971,18/09/2021,KHODIYAR CORPORATION CO.,Anand,1838,REORDER LEVEL
,,972,18/09/2021,DARSHI MARKETING,BARODA,10326,Reorder level/ As per last rate
,,973,18/09/2021,DARSHI MARKETING,BARODA,7251,Reorder level/ As per last rate
,,974,20/09/2021,Inside Solution,Anand,5900,REORDER LEVEL
,,975,20/09/2021,G V SALES & SERVICE,BARODA,3528,REORDER LEVEL/ FOR BORSAD BRANCH USED
,,976,20/09/2021,BHAVNA CLEANING,ANAND,3425,REORDER OCT-21 USED
,,977,20/09/2021,TRINITY SYSTEM (RONALD),ANAND,13500,for Umreth Branch/ Repeat order/Same rate
,,978,21/09/2021,Inside Solution,Anand,9254,Reorder level-Phy.1No available
,,979,21/09/2021,VRAJ PLASTIC,,4840,New Paper Base(120 Pkt x 50 Nos)
,,980,22/09/2021,TRINITY SYSTEM (RONALD),ANAND,7250,
,,981,24/09/2021,HARIHAR BOOK DEPO,ANAND,1585,REORDER OCT-21
,,982,24/09/2021,WIPRO GE HEALTHCARE PVT LTD,,5700000,ASSET ITEMS- NEW USG MACHINE
,,983,24/09/2021,GALAXY SURGICAL,ANAND,2750.5,
,,984,24/09/2021,G V SALES & SERVICE,BARODA,19950,FOR IRIS CT Dept./50ml Bottle instead of 100ml
,,985,25/09/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,75220,REORDER LEVEL
,,986,25/09/2021,MANISH MARKETING,AHMEDABAD,14040,REORDER LEVEL
,,987,25/09/2021,NICE FURNITURE,ANAND,3776,FOR FETAL MEDICINE DEPT. USED
,,988,27/09/2021,RINA MEDICAL STORES,,4323,OCT-2021
,,989,28/09/2021,GUNJAN SALES,Anand,21240,As per Quotation Dtd.27.09.2021/Req.by IT
,,990,29/09/2021,DARSHI MARKETING,BARODA,4956,REORDER LEVEL
,,991,29/09/2021,DARSHI MARKETING,BARODA,8496,REORDER LEVEL
,,992,01/10/2021,BHAVNA CLEANING,ANAND,3900,FOR GROUND FLOORS & 3rd-4th-MRI USED
,,993,01/10/2021,DARSHI MARKETING,BARODA,13702,FOR PATIENT USED
,,994,04/10/2021,GUNJAN SALES,Anand,23010,Ref.reject PO-989-9/21-22 Dtd.28.09.2021
,,995,05/10/2021,Inside Solution,Anand,20420,Reorder Level
,,996,05/10/2021,DARSHI MARKETING,BARODA,4575.5,Reorder with add new Matters-Gynec/0.35 paisa rise
,,997,06/10/2021,GALAXY SURGICAL,ANAND,11277,Reorder Level-Oct-2021
,,998,07/10/2021,HARIHAR BOOK DEPO,ANAND,1373,REORDER LEVEL-OCT-2021
,,999,09/10/2021,AMAR PRINTARY,AHMEDABAD,20722,"CAL-2022, (ANAND-1350,GODHRA-1000,DAHOD-500,KHAMBHAT-150) TOTAL-3000"
,,1000,09/10/2021,ARVIND GOHIL,ANAND,2100,REOREDER LEVEL
,,1001,09/10/2021,WHITE HOUSE,,1416,REORDER LEVEL
,,1002,11/10/2021,Inside Solution,Anand,37888,Reorder level/ All available 1 set
,,1003,11/10/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,39060,Reorder level-for Cardiac used
,,1004,11/10/2021,DARSHI MARKETING,BARODA,28320,Reorder Level (500x1 packing required)
,,1005,11/10/2021,BHAVNA CLEANING,ANAND,6120,REORDER LEVEL
,,1006,11/10/2021,ARVIND GOHIL,ANAND,2500,REORDER LEVEL
,,1007,11/10/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,24809,REORDER LEVEL
,,1008,12/10/2021,Inside Solution,Anand,26846,Ref.reject PO-989 & 994
,,1009,12/10/2021,SONO-X IMAGING SERVICES,AHMEDABAD,23000,FOR BORSAD BRANCH
,,1010,13/10/2021,AAKASH P. KHATRI,AHMEDABAD,20722,"REFER REJECT PO-999, CAL-2022, (ANAND-1350,GODHRA-1000,DAHOD-500,KHAMBHAT-150) TOTAL-3000"
,,1011,14/10/2021,SAINI AUTMOBILES,ANAND,33204,FOR 3T MRI UPS BATTERY (BUY BACK OLD BATTERY Rs.9280)
,,1012,14/10/2021,ADVANCE IMAGING SOLUTIONS,Ahmedabad,112000,REPAIRING / PART CHANGE-DAKOR BRANCH
,,1013,18/10/2021,CARESTREAM,,449987,REORDER
,,1014,18/10/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,141522,Reorder / Advance stock before Diwali closing days
,,1015,18/10/2021,G V SALES & SERVICE,BARODA,154350,REORDER LEVEL
,,1016,19/10/2021,MANISH MARKETING,AHMEDABAD,28080,"Required for Nov-21, Frieght Extra"
,,1017,20/10/2021,DARSHI MARKETING,BARODA,182900,Reorder level
,,1018,20/10/2021,YOGI SERVICE,,3780,"Reorder USG 4th floor Printer L3110 (BK-3,C-2,Y-2,M-2)"
,,1019,20/10/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,20584.54,As per Req. by CT/For Pateient & Relatives used (NABH Rules)
,,1020,21/10/2021,PARAMOUNT,ANAND,1578,Reorder Level
,,1021,22/10/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1452,Reoorder Level
,,1022,22/10/2021,VRAJ PLASTIC,,5920,Reorder Level
,,1023,22/10/2021,Inside Solution,Anand,1418,Refer PO-1018/ As per attached quotation low rate 1 set order to Inside/M-C-Y-BK
,,1024,25/10/2021,SHREE GANESH ENTERPRISE,SURAT,7280,REORDER LEVEL / FOR IRIS-DAKOR USED
,,1025,25/10/2021,MAA ENTERPRISE,ANAND,1725.9,Reorder Level / For Pateint Used
,,1026,25/10/2021,ARVIND GOHIL,ANAND,3750,Reorder Level-USG
,,1027,26/10/2021,KHODIYAR CORPORATION CO.,Anand,3676,Reorder Level-Also used for diwali cleaning
,,1028,27/10/2021,RINA MEDICAL STORES,,2573,Reorder Level
,,1029,29/10/2021,ARVIND GOHIL,ANAND,2100,Reorder level-for MRI Dept.
,,1030,29/10/2021,GALAXY SURGICAL,ANAND,16048.5,Reorder Level
,,1031,29/10/2021,ENERGY PRINT,BARODA,7250,Reorder Level
,,1032,03/11/2021,Inside Solution,Anand,29500,Used in Anand Server
,,1033,08/11/2021,RUTVI SYSTEM,ANAND,5300,As per Quoation dtd.21.10.2021-for Co-ordinator No.35-Vimal & No.29-Hiral mam
,,1034,10/11/2021,AMIT PAPER MART,,5196,Reorder Level
,,1035,11/11/2021,Inside Solution,Anand,13881,REORDER LEVEL
,,1036,12/11/2021,AMIT PAPER MART,,3808,Reorder Level
,,1037,12/11/2021,ENERGY PRINT,BARODA,1900,For Contrast study Date wise/Patient wise
,,1038,12/11/2021,RUTVI SYSTEM,ANAND,2650,Required for Ext-35 Vimal/used earlier purchase for Hiral Mam & CT Dept.
,,1039,18/11/2021,RUTVI SYSTEM,ANAND,2900,Refer reject PO-1038-Due to current Req.not available-Change Model
,,1040,18/11/2021,RUTVI SYSTEM,ANAND,2900,Refer reject PO-1038-Due to current Req.not available-Change Model
,,1041,19/11/2021,Inside Solution,Anand,2836,Used for Fetal Medicine dept.Epson printer L3110
,,1042,19/11/2021,AMIT CHEM TRADERS,VADODARA,37288,Reorder Level
,,1043,20/11/2021,Inside Solution,Anand,11866,Reorder Level
,,1044,20/11/2021,WHITE HOUSE,,3576.48,Reorder Level
,,1045,20/11/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,49056,Reorder Level
,,1046,20/11/2021,RINA MEDICAL STORES,,4153,Reorder level & required for ready Emergency Box for NABH
,,1047,20/11/2021,PARAMOUNT,ANAND,5732,REORDER LEVEL
,,1048,23/11/2021,GUNJAN SALES,Anand,8377.45,Quotation Dtd.22.11.2021-for Anand IT dept req.
,,1049,23/11/2021,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,83830,For Petlad CT Console UPS-6kva
,,1050,23/11/2021,ADN SERVICES,VADODARA,283200,For Petlad Branch
,,1051,23/11/2021,G V SALES & SERVICE,BARODA,212590,Reorder Level
,,1052,23/11/2021,Inside Solution,Anand,19180,Reorder level
,,1053,24/11/2021,ADN SERVICES,VADODARA,318600,For Dakor CT Machine spare parts-Toshiba Japan
,,1054,24/11/2021,BHAVNA CLEANING,ANAND,4095,Dec-2021 req.
,,1055,25/11/2021,VINAYAK POLYPACK,AHMEDABAD,4956,Reorder bio waste bags
,,1056,25/11/2021,CARESTREAM,,465088.96,Reorder Level
,,1057,25/11/2021,SHREE GANESH ENTERPRISE,SURAT,14672,Reorder Level-Biopsy purpose
,,1058,26/11/2021,SAINI AUTMOBILES,ANAND,7598,BORSAD X RAY UPS-BUY BACK OLD BATT.-Rs.1256 LESS
,,1059,27/11/2021,HARIHAR BOOK DEPO,ANAND,1985,For Dec-2021 Stationary
,,1060,27/11/2021,RINA MEDICAL STORES,,700,Reorder level/change upplier -old rate 13.50+12% = 15.12
,,1061,29/11/2021,EXCEL HEALTHCARE,AHMEDABAD,45676,"As per MRI Req./Omniscan-40%, Gadobutrol-40%, Multihance-20% purchased"
,,1062,29/11/2021,SGE MEDTECH,SURAT,55124,"As per MRI Req./Omniscan-40%, Gadobutrol-40%, Multihance-20% purchased"
,,1063,30/11/2021,ADCARE,MODASA,6474,"Reorder Level, Blue & White MRI used"
,,1064,30/11/2021,WIPRO GE HEALTHCARE PVT LTD,,3500000,USG MACHINE QUOTATION DTD.26.11.2021/INCLUNDING ALL RATE
,,1065,01/12/2021,GALAXY SURGICAL,ANAND,6879,Reorder level
,,1066,04/12/2021,VRAJ PLASTIC,,3700,DEC-2021
,,1067,06/12/2021,NAREENA LIFESCIENCES Pvt Ltd,Noida,23520,As per Quotation Req.for Dakor Branch-2 Years warranry
,,1068,06/12/2021,GALAXY SURGICAL,ANAND,5984,Require for Dr. and Staff used-Grey & White colour
,,1069,07/12/2021,DARSHI MARKETING,BARODA,84960,AS PER QUOTATION WITH PRINTING FILE N.W.BAGS
,,1070,09/12/2021,PARAMOUNT,ANAND,4458,Reorder Level
,,1071,09/12/2021,Inside Solution,Anand,1770,FOR LENOVO ALL IN ONE PC-ADAPTER
,,1072,10/12/2021,HARESH AMBALAL PRAJAPATI,BARODA,15000,FOR BORSAD BRANCH OLD BIKE-GJ06-DE-1883
,,1073,10/12/2021,GALAXY SURGICAL,ANAND,15176,BLUE FOR DOCTORS/WHITE POWDERED FOR STAFF
,,1074,11/12/2021,RINA MEDICAL STORES,,4596.2,Reorder level-12% discounted
,,1075,13/12/2021,MAA ENTERPRISE,ANAND,1799.35,FOR PATIENT USED
,,1076,15/12/2021,MERLIN POWER SOLUTION,,30090,For Anand-4th floor new USG-LOGIC m/c-1 year warranty-built in batteries
,,1077,16/12/2021,ENERGY PRINT,BARODA,7750,Refer quotation attached-Reorder level
,,1078,16/12/2021,Inside Solution,Anand,5900,Reorder level
,,1079,20/12/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,26164,Reorder Level
,,1080,20/12/2021,MERLIN POWER SOLUTION,,30090,ref. reject-po1076/For Anand-4th floor new USG-LOGIC m/c-1 year warranty-built in batteries
,,1081,20/12/2021,GALAXY SURGICAL,ANAND,5664,for NABH Req.-CT-X RAY-MRI Dept. used
,,1082,20/12/2021,Inside Solution,Anand,51769,Reorder Level
,,1083,21/12/2021,Inside Solution,Anand,37984,As per Quotation Req.for New Logic machine
,,1084,21/12/2021,Inside Solution,Anand,12744,As per Quotation Req.for New Logic machine
,,1085,21/12/2021,TECHNO HOUSE,Godhra,22000,As per Quotation Req.for New Logic machine
,,1086,21/12/2021,HARIHAR BOOK DEPO,ANAND,965,Reorder
,,1087,21/12/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,Reorder
,,1088,22/12/2021,VRAJ PLASTIC,,3150,Reorder
,,1089,27/12/2021,G V SALES & SERVICE,BARODA,154350,Reorder Level
,,1090,29/12/2021,SHREE YAMUNA TYRES,ANAND,14800.48,FOR GRAND I10 CHANGES
,,1091,30/12/2021,VRAJ PLASTIC,,4378.7,REORDER LEVEL
,,1092,31/12/2021,ARVIND GOHIL,ANAND,3500,REORDER LEVEL
,,1093,31/12/2021,ARVIND GOHIL,ANAND,6250,REORDER LEVEL
,,1094,31/12/2021,ENERGY PRINT,BARODA,14160,REORDER LEVEL-(RATE INCL.GST)
,,1095,31/12/2021,DARSHI MARKETING,BARODA,34514,REORDER LEVEL
,,1096,31/12/2021,KHODIYAR CORPORATION CO.,Anand,3676,reorder level
,,1097,01/01/2022,CARESTREAM,,449987,Reorder Level
,,1098,01/01/2022,WHITE HOUSE,,3576.48,REORDER LEVEL
,,1099,03/01/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,99420,Reorder
,,1100,04/01/2022,GALAXY SURGICAL,ANAND,3686,Req. for MRI/X Ray/cleaning/NABH
,,1101,05/01/2022,ADCARE,MODASA,5576,"REFER REJECT PO-1063-11, DUE TO RATE CHANGE-LOW RATE+200 FRIGHT CHARGES"
,,1102,06/01/2022,Inside Solution,Anand,1002,FOR M.R.D. ROOM
,,1103,07/01/2022,AMIT PAPER MART,,5712,reorder
,,1104,07/01/2022,DARSHI MARKETING,BARODA,87320,"Reorder, Used or 8*10,10*12 & Patient file Non wooven bags, white with cyan colour printing"
,,1105,08/01/2022,GALAXY SURGICAL,ANAND,7052,"reorder, Dr. Blue Gloves-Microtuch, TROLLY FOR CYLINDER-NABH"
,,1106,08/01/2022,AMIT CHEM TRADERS,VADODARA,37288,Reorder Level
,,1107,08/01/2022,Inside Solution,Anand,20420,Reorder Level
,,1108,08/01/2022,MANISH MARKETING,AHMEDABAD,28078.4,Reorder Level - fright extra
,,1109,10/01/2022,GALAXY SURGICAL,ANAND,11205,NABH Requirement
,,1110,12/01/2022,IT ZONE,ANAND,11750,AS PER QUOTATION ATTACHED
,,1111,13/01/2022,Inside Solution,Anand,3218,"Reorder, Bk-2, C-1, Y-3, M-3=9 nos"
,,1112,13/01/2022,GALAXY SURGICAL,ANAND,1076,For MRI Req.NABH
,,1113,17/01/2022,Inside Solution,Anand,35400,Quotation attached-As per requirement
,,1114,18/01/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1350,New Supplier-For patient used
,,1115,20/01/2022,BHAVNA CLEANING,ANAND,17455,NABH used cleaning material
,,1116,21/01/2022,GALAXY SURGICAL,ANAND,7530.5,Reorder-Feb-2022
,,1117,21/01/2022,VRAJ PLASTIC,,4550,REORDER LEVEL
,,1118,24/01/2022,PARAMOUNT,ANAND,3322,Reorder Level
,,1119,24/01/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,27323.2,Reorder Level-sonogel rate rise Rs.2.45
,,1120,24/01/2022,SGE MEDTECH,SURAT,110250,Reorder level-Stock taken for 3 months (35/Month)-As rate rise issue
,,1121,25/01/2022,RINA MEDICAL STORES,,910,Reorder Level
,,1122,27/01/2022,Inside Solution,Anand,18508,Reorder Level
,,1123,28/01/2022,G V SALES & SERVICE,BARODA,58240,Reorder Level
,,1124,28/01/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,Reorder-High risk drugs
,,1125,04/02/2022,CARESTREAM,,449987,Reorder level
,,1126,04/02/2022,G V SALES & SERVICE,BARODA,154350,Reorder level
,,1127,05/02/2022,GALAXY SURGICAL,ANAND,4470,Reorder level
,,1128,05/02/2022,AMIT PAPER MART,,6496,Reorder Level
,,1129,07/02/2022,Inside Solution,Anand,41844,Reorder Level
,,1130,09/02/2022,MERLIN POWER SOLUTION,,30400,FOR BORSAD MRI UPS BATTERIES
,,1131,11/02/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,78158,Reorder level
,,1132,11/02/2022,AMIT CHEM TRADERS,VADODARA,191160,Req. for Dakor Branch/ X Ray-CT wall
,,1133,11/02/2022,SHREE GANESH ENTERPRISE,SURAT,9296,Reorder Level
,,1134,12/02/2022,GALAXY SURGICAL,ANAND,15873.4,"Reorder level, Stock for 2 months, SPO for MRI"
,,1135,12/02/2022,SONO-X IMAGING SERVICES,AHMEDABAD,23000,fOr USG-4th floor
,,1136,14/02/2022,CARESTREAM,,15101.96,Reorder Level
,,1137,16/02/2022,PARAMOUNT,ANAND,8057,Reorder Level-Stock for 2 months
,,1138,16/02/2022,AMIT CHEM TRADERS,VADODARA,44746,Reorder Level-Stock for 2 months
,,1139,16/02/2022,ARVIND GOHIL,ANAND,3500,Reorder Level
,,1140,18/02/2022,ARVIND GOHIL,ANAND,3750,Reorder level
,,1141,18/02/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,40129.2,"Reorder Level, Used for Cardiac patient-MRI"
,,1142,18/02/2022,ENERGY PRINT,BARODA,4200,"For 2 month used, (old rate 12.29+18%=14.50)"
,,1143,18/02/2022,VRAJ PLASTIC,,3289.1,Reorder level
,,1144,18/02/2022,Inside Solution,Anand,25016,for Reception used
,,1145,19/02/2022,Inside Solution,Anand,17144,For Ritesh Sir Home/CCTV Req./Revised Quotation
,,1146,21/02/2022,HEART BEATS MEDICAL SYSTEM,,6608,1 YEAR WARRANTY-FOR MRI 4TH FLOOR
,,1147,22/02/2022,EXCEL HEALTHCARE,AHMEDABAD,45676,Reorder Level
,,1148,25/02/2022,ONE TOUCH SOLUTION,ANAND,45676,Refer Reject PO-1147/ Excel Healthcare/New firm change
,,1149,25/02/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1350,Reorder Level/For Patient used
,,1150,26/02/2022,DARSHI MARKETING,BARODA,7251,Reorder Level
,,1151,26/02/2022,DARSHI MARKETING,BARODA,3626.5,Reorder level
,,1152,28/02/2022,DARSHI MARKETING,BARODA,23894,Reorder-Non Wooven bags-for Anand Branch used.
,,1153,28/02/2022,WHITE HOUSE,,1770,Reorder Level
,,1154,01/03/2022,Inside Solution,Anand,19180,Reorder Level
,,1155,01/03/2022,Inside Solution,Anand,10831,"Reorder Level, (BK-10,C-2,M-1,LC-3,LM-3) FOR 3 MONTH USED"
,,1156,01/03/2022,Inside Solution,Anand,18508,"2 Nos Available, Reorder, For Reporting"
,,1157,01/03/2022,ENERGY PRINT,BARODA,22000,"Reorder Level, FOR 4 Month Consumtion"
,,1158,01/03/2022,DARSHI MARKETING,BARODA,28320,"Reorder Level, Anand Imp. Letterhead"
,,1159,02/03/2022,GALAXY SURGICAL,ANAND,1923.25,"Reorder, High risk drugs"
,,1160,03/03/2022,Inside Solution,Anand,15222,Req. from IT Dept./ Dakor Branch
,,1161,03/03/2022,ADCARE,MODASA,5376,"Reorder Level, for MRI used"
,,1162,04/03/2022,CARESTREAM,,749981,"Reorder for 2month,(Rate rises next order)"
,,1163,04/03/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,99420,Reorder Level
,,1164,05/03/2022,BHAVNA CLEANING,ANAND,3315,Reorder Level
,,1165,07/03/2022,VRAJ PLASTIC,,7398.8,Reorder level
,,1166,08/03/2022,DARSHI MARKETING,BARODA,8496,Reorder level
,,1167,09/03/2022,GUNJAN SALES,Anand,62422,For Dakor Branch/ As per Quotation
,,1168,11/03/2022,SGE MEDTECH,SURAT,32024,New Order / Trial basis
,,1169,11/03/2022,SHREE GANESH ENTERPRISE,SURAT,14672,Reorder level
,,1170,12/03/2022,AMIT PAPER MART,,4300,Reorder level
,,1171,12/03/2022,TRINITY SYSTEM (RONALD),ANAND,13500,For IRIS CT Dept.
,,1172,12/03/2022,KHODIYAR CORPORATION CO.,Anand,3676,"Reorder, required for 3 months uses"
,,1173,14/03/2022,G V SALES & SERVICE,BARODA,115762,Reorder Level
,,1174,14/03/2022,CARESTREAM,,15101.96,Reorder Level
,,1175,15/03/2022,MANISH MARKETING,AHMEDABAD,28078.4,Reorder Level
,,1176,16/03/2022,Inside Solution,Anand,12532,"Reorder Level, Rate rises"
,,1177,17/03/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,26164,Reorder Level
,,1178,22/03/2022,DARSHI MARKETING,BARODA,15634,Reorder with new address
,,1179,25/03/2022,MANISH MARKETING,AHMEDABAD,4680.4,"Ref.PO-1175 -240pkt (Recived 240+40pkt), Due to new PO Create"
,,1180,25/03/2022,SAINI AUTMOBILES,ANAND,11250,"For CBCT UPS, Against Buyback 15Nos/Rs.2221"
,,1181,26/03/2022,ARVIND ELECTRIC STORES,ANAND,1900,For Borasad MRI used.
,,1182,26/03/2022,VRAJ PLASTIC,,3800,"For patient used, Paper glass"
,,1183,26/03/2022,Inside Solution,Anand,10738,For Petlad Branch
,,1184,26/03/2022,GALAXY SURGICAL,ANAND,7573.9,"Reorder Level, Blue gloves for Dr. used"
,,1185,26/03/2022,PARAMOUNT,ANAND,3823.5,Reorder Level
,,1186,26/03/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,28394.4,Reorder Level
,,1187,26/03/2022,G V SALES & SERVICE,BARODA,3528,"Reorder Level, for Borasd Injetor Used"
,,1188,26/03/2022,Inside Solution,Anand,5250,"For Apple iMac, as per mail Quatation dtd.25.03.2022"
,,1189,26/03/2022,YOGI SERVICE,,18500,"Used for Reporting colour printer, with trial ok"
,,1190,30/03/2022,Inside Solution,Anand,2998,Used in shift Reporting Aria to 4th Floor and CT Patients shift to Anand Ortho
,,1191,31/03/2022,HARIHAR BOOK DEPO,ANAND,2215,Stationary for HR Req.
,,1192,01/04/2022,GALAXY SURGICAL,ANAND,1158.4,"Reorder, NS required for CT"
,,1193,01/04/2022,Inside Solution,Anand,3300.61,For Ritesh sir home pc
,,1194,02/04/2022,ONE TOUCH SOLUTION,ANAND,14000,For Medred Dual Head Injector
,,1195,02/04/2022,VRAJ PLASTIC,,2860,Big Dustbin Garbage Bags
,,1196,06/04/2022,G V SALES & SERVICE,BARODA,78190,"Reorder Level, 50ml contrast for IRIS-CT"
,,1197,07/04/2022,YOGI SERVICE,,7500,Reorder For Reporting
,,1198,08/04/2022,ENERGY PRINT,BARODA,4750,Reorder Level with 70GSM paper
,,1199,09/04/2022,SAHAJANAND STATIONARY MART,,1540,Cash purchase - Stationary Apr-22
,,1200,11/04/2022,YOGI SERVICE,,8700,"Reorder, as per Quotation attached"
,,1201,11/04/2022,Inside Solution,Anand,41654,For Balasinor Branch
,,1202,11/04/2022,Inside Solution,Anand,12390,Reorder level
,,1203,13/04/2022,YOGI SERVICE,,8700,"Ref. Reject PO-1200, Due to change Item instead of required."
,,1204,14/04/2022,SGE MEDTECH,SURAT,32024,Repeat Order
,,1205,14/04/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,32704,Reorder Level
,,1206,14/04/2022,SHREE GANESH ENTERPRISE,SURAT,8680,Reorder for USG dept./With long Expiry
,,1207,15/04/2022,GALAXY SURGICAL,ANAND,6605,"Reorder Level, Stock for Approx 2-Months"
,,1208,15/04/2022,PARAMOUNT,ANAND,4319.5,Reorder Level
,,1209,18/04/2022,ONE TOUCH SOLUTION,ANAND,45676,Reorder Level
,,1210,18/04/2022,GALAXY SURGICAL,ANAND,5564,"For Balasinor branch, With 1 Year Warranty"
,,1211,18/04/2022,VRAJ PLASTIC,,3800,Reorder paper glass
,,1212,19/04/2022,NEHAL ENTERPRISE,AHMEDABAD,35400,"For Anand Branch, 30L required, Last Khambhat purchased Rs.28000+18%"
,,1213,19/04/2022,SHREE GANESH ENTERPRISE,SURAT,3920,"For Bon Biopsy requirement, (1-Uses+1-Spare)"
,,1214,19/04/2022,IT ZONE,ANAND,1900.17,For CT-SCAN CONSOLE-Anand
,,1215,21/04/2022,SAREGAMA MOBILE,ANAND,9498,For Balasinor / Rs.200 Discount / By Cheque
,,1216,21/04/2022,Inside Solution,Anand,26468,Reorder Level
,,1217,21/04/2022,PAULSON REFRIERATION,ANAND,91000,for Lambhvel farm house
,,1218,23/04/2022,Inside Solution,Anand,7846,For Balasinor fire Safety
,,1219,25/04/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,NARKOTICS DRUGS/REORDER LEVEL
