,,V No,Date,Party,City,Total Amt,Remarks
,,1172,27/03/2021,RINA MEDICAL STORES,,2839,APR-2021
,,1173,31/03/2021,ENERGY PRINT,BARODA,22000,
,,1174,01/04/2021,DARSHI MARKETING,BARODA,28320,4000+16000 QTY RECEIVED
,,1175,01/04/2021,GALAXY SURGICAL,ANAND,28985,APR-2021
,,1176,01/04/2021,NEW GAYATRI ENTERPRISE,,472,CASH PURCHASE-FOR USG
,,1177,02/04/2021,PATEL BIOMEDICAL SERVICES,AHMEDABAD,0,FUJI FILM RECEIVED FOR RETURNABLE BASIS-DUE TO URGENT REQUIREMENT
,,1178,02/04/2021,HARIHAR BOOK DEPO,ANAND,175,CASH PURCHASE-AH SHEET FOR HR REQ.
,,1179,03/04/2021,Inside Solution,Anand,10780,
,,1180,03/04/2021,HARIHAR BOOK DEPO,ANAND,2855,APR-2021
,,1181,03/04/2021,SANKET ENTERPRISE,ANAND,36000,2 NO FOR ANAND
,,1182,03/04/2021,SANKET ENTERPRISE,ANAND,18000,FOR DAKOR 1NO.
,,1183,05/04/2021,BHAVNA CLEANING,ANAND,4900,
,,1184,05/04/2021,ENERGY PRINT,BARODA,182090,"1000+5000+4400+3500=13900 QTY RECEIVED (Remaining po qty.transfer to Godhra as urgent basis required, po closed)"
,,1185,05/04/2021,DARSHI MARKETING,BARODA,5947,2000+12000 = 14000 QTY RECEIVED
,,1186,05/04/2021,Inside Solution,Anand,41840,
,,1187,05/04/2021,CARESTREAM,,449988,
,,1188,05/04/2021,ADCARE,MODASA,2688,WHITE INSTEAD OF BLUE (NOT AVAILABLE)
,,1189,07/04/2021,PROQMANAGE ASSOCIATES,ANAND,25000,
,,1190,07/04/2021,CASH PURCHASE,,300,CASH PURCHASE
,,1191,08/04/2021,D MART AVENUE SUPERMARTS LTD,,916,CASH PURCHASE
,,1192,08/04/2021,GALAXY SURGICAL,ANAND,15680,DR.GLOVES BLUE
,,1193,09/04/2021,INDUS,ANAND,3606,
,,1194,09/04/2021,KRISHNA PLASTIC,ANAND,18960,50.300+73.300 QTY RECEIVED
,,1195,09/04/2021,KRISHNA PLASTIC,ANAND,16992,120 KGS ROLL RECEIVED
,,1196,09/04/2021,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,2016,MRI CONFIRTABLE
,,1197,09/04/2021,VACHHRAJ MEDICO,ANAND,6038,FOR DOCTORS AND STAFF USED
,,1198,09/04/2021,AUM CORPORATION,SURAT,4956,
,,1199,09/04/2021,VRAJ PLASTIC,,2750,
,,1200,10/04/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,213600,Updated Tcs 0.1% (213.8) on gross value
,,1201,10/04/2021,Inside Solution,Anand,16522,ORIGINAL HP TONNER FOR REPORTING
,,1202,10/04/2021,Inside Solution,Anand,1524,2 HOME + 2 CENTER
,,1203,10/04/2021,KHODIYAR CORPORATION CO.,Anand,1838,
,,1204,10/04/2021,G V SALES & SERVICE,BARODA,29120,
,,1205,12/04/2021,MAA ENTERPRISE,ANAND,1150,
,,1206,12/04/2021,WHITE HOUSE,,2124,
,,1207,12/04/2021,ARVIND GOHIL,ANAND,3500,HRCT PATIENT USED-CT COMMON
,,1208,14/04/2021,DARSHI MARKETING,BARODA,1594,
,,1209,19/04/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,114164,
,,1210,20/04/2021,DARSHI MARKETING,BARODA,1593,
,,1211,20/04/2021,DARSHI MARKETING,BARODA,22140,950 QTY RECEIVED
,,1212,20/04/2021,DARSHI MARKETING,BARODA,3408,235 QTY RECEIVED
,,1213,20/04/2021,DARSHI MARKETING,BARODA,3626,
,,1214,20/04/2021,DARSHI MARKETING,BARODA,7251,
,,1215,20/04/2021,CASH PURCHASE,,120,CASH PURCHASE-GENERAL USED
,,1216,20/04/2021,HN MEDIPACK PRODUCTS PVT LTD.,AHMEDABAD,12499,
,,1217,20/04/2021,PAULSON REFRIERATION,ANAND,74496,INSTALED AT BORSAD
,,1218,21/04/2021,Inside Solution,Anand,112766,
,,1219,21/04/2021,SGE MEDTECH,SURAT,66150,
,,1220,21/04/2021,G V SALES & SERVICE,BARODA,154350,
,,1221,21/04/2021,G V SALES & SERVICE,BARODA,13104,
,,1222,26/04/2021,SHREE GANESH ENTERPRISE,SURAT,8400,
,,1223,26/04/2021,ADCARE,MODASA,1619,
,,1224,26/04/2021,CARESTREAM,,749980,100 PKT RECEIVED
,,1225,26/04/2021,AMIT PAPER MART,,4928,
,,1226,27/04/2021,SHREE GANESH ENTERPRISE,SURAT,11942,FOR PETLAD
,,1227,29/04/2021,GUNJAN SALES,Anand,767,
,,1228,29/04/2021,GUNJAN SALES,Anand,1950,USED IN DAKOR RECEPTION
,,1229,29/04/2021,GUNJAN SALES,Anand,3000,USED IN UMRETH P2P
,,1230,29/04/2021,GALAXY SURGICAL,ANAND,10976,FOR STAFF USED
,,1231,29/04/2021,CASH PURCHASE,,159,CASH PURCHASE - FOR MRI 4th FLOOR
,,1232,29/04/2021,Inside Solution,Anand,15983,
,,1233,29/04/2021,VRAJ PLASTIC,,3640,
,,1234,29/04/2021,HARIHAR BOOK DEPO,ANAND,1020,MAY-2021 STATIONARY
,,1235,29/04/2021,KRISHNA PLASTIC,ANAND,51634,30+35+77.1+5.5+189 KGS RECEIVED TOTAL 336.600 KGS
,,1236,05/05/2021,Inside Solution,Anand,24898,
,,1237,05/05/2021,PARAMOUNT,ANAND,4850,
,,1238,05/05/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9089,
,,1239,05/05/2021,WHITE HOUSE,,2160,
,,1240,06/05/2021,ENERGY PRINT,BARODA,29925,PAPER BAGS 2100 QTY-EMERGENCY BAGS RECEIVED
,,1241,08/05/2021,DARSHI MARKETING,BARODA,58410,5000 QTY ANAND + 800 QTY EXTRA TRANSFER TO GODHRA
,,1242,08/05/2021,ENERGY PRINT,BARODA,7250,
,,1243,10/05/2021,CASH PURCHASE,,220,CASH PURCHASE
,,1244,10/05/2021,Inside Solution,Anand,41840,HP ORG. TONNER
,,1245,10/05/2021,PROQMANAGE ASSOCIATES,ANAND,24000,
,,1246,10/05/2021,JALARAM PACKAGING,ANAND,7216,"Emergency Non wooven bags-14*17 size, by cheque"
,,1247,11/05/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,26189,"8X10 FUJI FILMS RECEIVED, REMAINING PENDING (TCS-0.1%=26.16)"
,,1248,11/05/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,65059,14X17 FUJI RECEIVED 10PKT+ REMAINING PENDING (TCS-0.1% = Rs.65)
,,1249,11/05/2021,VINAYAK POLYPACK,AHMEDABAD,5575,FOR BIO WASTE RED+YELLOW+BLUE BAGS
,,1250,11/05/2021,NEW GAYATRI ENTERPRISE,,472,CASH PURCHASE
,,1251,11/05/2021,GALAXY SURGICAL,ANAND,2164,MAY-2021
,,1252,11/05/2021,OM MEDICAL STORES,ANAND,5700,WITHOUT PRINTING MASK
,,1253,11/05/2021,PARAMOUNT,ANAND,2531,
,,1254,11/05/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,2356,ENEMA POWDER PENDING
,,1255,12/05/2021,D MART AVENUE SUPERMARTS LTD,,1145,CASH PURCHASE
,,1256,12/05/2021,ADCARE,MODASA,1668,BLUE BED SHEET + 50 FRIEGHT
,,1257,12/05/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,19848,400 QTY RECEIVED
,,1258,12/05/2021,RUTVI SYSTEM,ANAND,3174,CORDLESS FOR SECURITY-39 & BEETEL CLI FOR RECEPTION-21
,,1259,14/05/2021,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,119040,"BUY BACK-Rs.19,470/- TOTAL 30 NOS. BATTERY"
,,1260,14/05/2021,SIDDHI TRADERS,ANAND,22500,URGENT REQ. FOR ANAND
,,1261,14/05/2021,VRAJ PLASTIC,,3840,GARBAGE BAGS RECEIVED FOR HRCT BEDSHEET WASTE
,,1262,14/05/2021,INDUS,ANAND,3696,
,,1263,14/05/2021,Inside Solution,Anand,21149,FOR REPORTING AREA
,,1264,14/05/2021,Inside Solution,Anand,600,key board received
,,1265,14/05/2021,Inside Solution,Anand,762,mouse received
,,1266,14/05/2021,ENERGY PRINT,BARODA,22800,
,,1267,15/05/2021,DARSHI MARKETING,BARODA,28320,IMPORTED LH A/4 ANAND
,,1268,17/05/2021,ARVIND GOHIL,ANAND,3500,
,,1269,17/05/2021,ARVIND GOHIL,ANAND,3750,
,,1270,17/05/2021,G V SALES & SERVICE,BARODA,29120,
,,1271,17/05/2021,VIPUL TRADERS,ANAND,8850,NEW SUPPLIER OLD RATE 275+TAX
,,1272,17/05/2021,Inside Solution,Anand,6490,TAKEN BY BHAVESH THAKER-IT DEPT.
,,1273,18/05/2021,Inside Solution,Anand,550,FOR HETAL MAM OFFICE CABIN BY BHAVESH THAKER-IT
,,1274,19/05/2021,DARSHI MARKETING,BARODA,3469,
,,1275,19/05/2021,DARSHI MARKETING,BARODA,10015,485 QTY RECEIVED
,,1276,20/05/2021,CASH PURCHASE,,300,CASH PURCHASE-FOR RECEPTION & MRI WAITING
,,1277,20/05/2021,OM AGENCY,ANAND,1800,FOR RECEPTION & CT SCAN PATIENT
,,1278,20/05/2021,GALAXY SURGICAL,ANAND,6300,FOR STAFF USED
,,1279,20/05/2021,BHAVNA CLEANING,ANAND,5180,
,,1280,24/05/2021,PHONE WALE,DAHOD,6199,FOR DAKOR-UMRETH BRANCH
,,1281,24/05/2021,HEER ELECTRONICS & ELECTRICALS,NADIAD,36500,FOR HETAL MAM HOME-HIMALAYA AC
,,1282,25/05/2021,HN MEDIPACK PRODUCTS PVT LTD.,AHMEDABAD,14999,
,,1283,26/05/2021,VRAJ PLASTIC,,4100,
,,1284,27/05/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,115358,ALL MATERIAL RECEIVED
,,1285,27/05/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,49056,TCS EXTRA ON TOTAL VALUE Rs.49.06/-
,,1286,27/05/2021,HARIHAR BOOK DEPO,ANAND,1590,JUN-2021 STATIONARY
,,1287,27/05/2021,AKSHIT PHARMA AND SURGICALS,ANAND,1932,FOR SURGERY GLOVES
,,1288,27/05/2021,GALAXY SURGICAL,ANAND,25629,
,,1289,28/05/2021,DARSHI MARKETING,BARODA,17110,
,,1290,28/05/2021,D MART AVENUE SUPERMARTS LTD,,204,CASH PURCHASE-GENERAL
,,1291,28/05/2021,CASH PURCHASE,,190,CASH PURCHASE-1ST AND 2ND FLOOR
,,1292,29/05/2021,SGE MEDTECH,SURAT,110250,
,,1293,29/05/2021,CARESTREAM,,299992,40 PKT RECEIVED
,,1294,29/05/2021,G V SALES & SERVICE,BARODA,154350,
,,1295,31/05/2021,ENERGY PRINT,BARODA,22000,ALL RECEIVED
,,1296,31/05/2021,DARSHI MARKETING,BARODA,173755,1000+4500+6900+6600 = 19000 QTY RECEIVED
,,1297,31/05/2021,DARSHI MARKETING,BARODA,223020,10740 + 3260 = 14000 QTY RECEIVED (REMAINING 6000 QTY TRANSFER TO GODHRA)
,,1298,31/05/2021,DARSHI MARKETING,BARODA,478230,"29,800 QTY RECEIVED"
,,1299,01/06/2021,MERLIN POWER SOLUTION,,170880,"BUY BACK Rs.31,500/-"
,,1300,02/06/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,19005,
,,1301,02/06/2021,CARESTREAM,,359990,48 PKT RECEIVED + 12 REMAINING PENDING
,,1302,02/06/2021,BHAVNA CLEANING,ANAND,4520,
,,1303,02/06/2021,ARVIND GOHIL,ANAND,2030,29 QTY RECEIVED
,,1304,03/06/2021,KRISHNA PLASTIC,ANAND,33748,220 KGS RECEIVED
,,1305,03/06/2021,Inside Solution,Anand,19180,
,,1306,04/06/2021,Inside Solution,Anand,910,FOR ANAND X RAY RECEPTION
,,1307,04/06/2021,GALAXY SURGICAL,ANAND,672,
,,1308,05/06/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1977,
,,1309,05/06/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1684,
,,1310,05/06/2021,PARAMOUNT,ANAND,6748,
,,1311,07/06/2021,ADCARE,MODASA,3237,
,,1312,07/06/2021,WHITE HOUSE,,1770,
,,1313,08/06/2021,G V SALES & SERVICE,BARODA,3528,FOR BORSAD REQ.
,,1314,08/06/2021,CASH PURCHASE,,80,FOR DR.DHAVAL 4D SONO WEIGHT SCALE
,,1315,11/06/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,65059,TCS 0.1% = Rs.65 EXTRA
,,1316,14/06/2021,MAA ENTERPRISE,ANAND,1725,
,,1317,14/06/2021,CASH PURCHASE,,240,FOR HR-IT-AKSHAR
,,1318,14/06/2021,CASH PURCHASE,,150,CASH PURCHASE-RECEPTION USED
,,1319,15/06/2021,RINA MEDICAL STORES,,180,CASH PURCHASE-FOR CHILD MRI REQ.
,,1320,15/06/2021,CASH PURCHASE,,820,CASH PURCHASE-GENERAL USED
,,1321,15/06/2021,VRAJ PLASTIC,,2800,REPEAT ORDER
,,1322,15/06/2021,BHAVNA CLEANING,ANAND,6000,FOR NEW REQUIRED ALL BRANCHES
,,1323,15/06/2021,KHODIYAR CORPORATION CO.,Anand,1838,
,,1324,16/06/2021,G V SALES & SERVICE,BARODA,58240,
,,1325,16/06/2021,GALAXY SURGICAL,ANAND,6264,
,,1326,16/06/2021,NEW GAYATRI ENTERPRISE,,472,REPEAT ORDER
,,1327,16/06/2021,RINA MEDICAL STORES,,4296,MIDAZOLAM 15 QTY PENDING
,,1328,16/06/2021,CARESTREAM,,89997,40+48+12 PKT RECEIVED = 100 PKT (PO CLOSED)
,,1329,17/06/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10292,FOR DAKOR BRANCH
,,1330,18/06/2021,RINA MEDICAL STORES,,877.5,ALL RECEIVED-PO CLOSED
,,1331,18/06/2021,HARIHAR BOOK DEPO,ANAND,320,CASH PURCHASE - GENERAL USED
,,1332,22/06/2021,HN MEDIPACK PRODUCTS PVT LTD.,AHMEDABAD,14999,FREIGHT Rs.360+20 CHRAGES EXTRA PAID
,,1333,22/06/2021,Inside Solution,Anand,13880,
,,1334,22/06/2021,CASH PURCHASE,,700,CASH PURCHASE-CHAUHAN BROTHERS-FOR ANAND
,,1335,23/06/2021,DARSHI MARKETING,BARODA,7048,486 QTY RECEIVED
,,1336,23/06/2021,DARSHI MARKETING,BARODA,8496,
,,1337,24/06/2021,AMIT CHEM TRADERS,VADODARA,37288,
,,1338,25/06/2021,Inside Solution,Anand,26022,
,,1339,26/06/2021,D MART AVENUE SUPERMARTS LTD,,840,CASH PURCHASE
,,1340,26/06/2021,CASH PURCHASE,,500,CASH PURCHASE-FOR DOCTORS USED
,,1341,26/06/2021,CASH PURCHASE,,100,CASH PURCHASE-FOR CT-MACHINE CUP BOARD USED
,,1342,28/06/2021,CASH PURCHASE,,100,CASH PURCHASE-1ST FLOOR -PATIENT BATHROOM
,,1343,29/06/2021,G V SALES & SERVICE,BARODA,154350,
,,1344,29/06/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9924,
,,1345,30/06/2021,CASH PURCHASE,,160,CASH PURCHASE - OR MRI-4th FLOOR REQ.
,,1346,30/06/2021,DARSHI MARKETING,BARODA,7251,
,,1347,30/06/2021,ENERGY PRINT,BARODA,33600,
,,1348,30/06/2021,ARVIND GOHIL,ANAND,1250,
,,1349,01/07/2021,DARSHI MARKETING,BARODA,97969,13500 QTY RECEIVED
,,1350,06/07/2021,RINA MEDICAL STORES,,449,
,,1351,06/07/2021,MAA ENTERPRISE,ANAND,600,FOR DOCTORS USED
,,1352,06/07/2021,Inside Solution,Anand,2943,RECEIVED BY IT-APR-2021
,,1353,06/07/2021,Inside Solution,Anand,4130,RECEIVED IT DEPT-APR-2021
,,1354,06/07/2021,Inside Solution,Anand,76228,
,,1355,07/07/2021,Inside Solution,Anand,590,CASH PURCHASE-BY BHAVESH-IT-FOR MINAJ TYPIST
,,1356,07/07/2021,VRAJ PLASTIC,,3830,JUL-2021
,,1357,07/07/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,3336.4,JUL-2021
,,1358,07/07/2021,PARAMOUNT,ANAND,4665,JUL-2021
,,1359,07/07/2021,SGE MEDTECH,SURAT,110250,JUL-2021
,,1360,07/07/2021,Inside Solution,Anand,15983,JUL-2021
,,1361,07/07/2021,GUNJAN SALES,Anand,2124,1 RETURN NOT REQUIRED NOW
,,1362,08/07/2021,GALAXY SURGICAL,ANAND,14098,JUL-2021
,,1363,08/07/2021,BHAVNA CLEANING,ANAND,7145,JUL-2021
,,1364,08/07/2021,CARESTREAM,,465090,
,,1365,10/07/2021,INDUS,ANAND,3606,JUL-2021
,,1366,12/07/2021,YOGI SERVICE,,3955,
,,1367,13/07/2021,CASH PURCHASE,,450,CASH PURCHASE-FOR RECEPTION-USG-MRI
,,1368,13/07/2021,GALAXY SURGICAL,ANAND,4830,GENERAL
,,1369,13/07/2021,ADCARE,MODASA,1619,100 QTY RECEIVED
,,1370,13/07/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,99420,
,,1371,13/07/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1835,6 MONTH WARANTY PERIOD
,,1372,13/07/2021,Inside Solution,Anand,620,CASH PURCHASE-FOR MRI REQ
,,1373,13/07/2021,WHITE HOUSE,,3576,JUL-2021
,,1374,14/07/2021,ADCARE,MODASA,1618,100+100 qty received all
,,1375,14/07/2021,DARSHI MARKETING,BARODA,779,"30 QTY RECEIVED, PO CLOSED"
,,1376,15/07/2021,ARVIND GOHIL,ANAND,2500,
,,1377,15/07/2021,DARSHI MARKETING,BARODA,3046,"210 QTY RECEIVED, PO CLOSED"
,,1378,16/07/2021,GUNJAN SALES,Anand,2242,USED IN SERVER ROOM BY BHAVESH-IT
,,1379,16/07/2021,NEW GAYATRI ENTERPRISE,,1490,240 pkt Dr.Dhaval/4D & 144 pkt store stock
,,1380,16/07/2021,KHODIYAR CORPORATION CO.,Anand,1838,
,,1381,16/07/2021,BHAVNA CLEANING,ANAND,320,CASH PURCHASE-FOR X RAY-DEPT. & GENERAL USED
,,1382,17/07/2021,CASH PURCHASE,,415,cash purchase-cleaning products
,,1383,21/07/2021,DARSHI MARKETING,BARODA,35761,"60+285+1250 QTY RECEIVED, PO CLOSED, TOTAL-1595 QTY"
,,1384,22/07/2021,AMIT CHEM TRADERS,VADODARA,37288,AUG-2021
,,1385,22/07/2021,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,2016,for MRI Req.chest lead
,,1386,22/07/2021,OM AGENCY,ANAND,1800,FOR CT PATIENT
,,1387,22/07/2021,HARIHAR BOOK DEPO,ANAND,2740,AUG-2021
,,1388,23/07/2021,G V SALES & SERVICE,BARODA,58240,
,,1389,24/07/2021,Inside Solution,Anand,13880,FOR REPORTING
,,1390,24/07/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,39060,FOR MRI CARDIAC
,,1391,26/07/2021,MAA ENTERPRISE,ANAND,900,CASH PURCHASE-FOR Dr. MEETING & OFFICE WORKS
,,1392,26/07/2021,CASH PURCHASE,,800,cash purchase
,,1393,26/07/2021,CASH PURCHASE,,1000,CASH PURCHASE-UDGAR
,,1394,28/07/2021,D MART AVENUE SUPERMARTS LTD,,424,CASH PURCHASE-FOR BORSAD MRI BATTERY
,,1395,28/07/2021,BHAVNA CLEANING,ANAND,400,CASH PURCHASE-BATTERY WATER-REQ. BY RAMESH SIR
,,1396,28/07/2021,UDGAR ENTERPRISE,ANAND,400,CASH PURCHASE
,,1397,28/07/2021,NAGESHWARI PRINTER,ANAND,4800,X RAY HOUSE & RDPL FORM 10-10 QTY RECEIVED
,,1398,28/07/2021,DARSHI MARKETING,BARODA,37099,"4800 Qty Received, po closed"
,,1399,28/07/2021,DARSHI MARKETING,BARODA,14160,
,,1400,30/07/2021,VRAJ PLASTIC,,4720,
,,1401,30/07/2021,G V SALES & SERVICE,BARODA,154350,
,,1402,30/07/2021,DARSHI MARKETING,BARODA,2791,
,,1403,30/07/2021,MANISH MARKETING,AHMEDABAD,14040,FREIGHT OF 2 PARCEL 150+150 EXTRA
,,1404,02/08/2021,CARESTREAM,,449988,
,,1405,02/08/2021,DARSHI MARKETING,BARODA,27966,"19750 QTY RECEIVED, PO CLOSED"
,,1406,04/08/2021,GUNJAN SALES,Anand,22066,
,,1407,05/08/2021,ADN SERVICES,VADODARA,504000,"With Buy Back Price Rs.25,000, Net Price Rs.4,79,000.00"
,,1408,09/08/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,24809,
,,1409,09/08/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,23481,
,,1410,10/08/2021,ARVIND GOHIL,ANAND,900,
,,1411,10/08/2021,G V SALES & SERVICE,BARODA,15008,NEW INJECTOR 190 ML
,,1412,10/08/2021,GALAXY SURGICAL,ANAND,3108,
,,1413,10/08/2021,RINA MEDICAL STORES,,5150,
,,1414,10/08/2021,Inside Solution,Anand,41840,
,,1415,10/08/2021,CASH PURCHASE,,150,CASH PURCHASE
,,1416,10/08/2021,CASH PURCHASE,,350,CASH PURCHASE-FOR DOCTORS USED
,,1417,12/08/2021,GALAXY SURGICAL,ANAND,1243,
,,1418,13/08/2021,EXCEL HEALTHCARE,AHMEDABAD,15225,
,,1419,13/08/2021,TRINITY SYSTEM (RONALD),ANAND,52440,
,,1420,13/08/2021,Inside Solution,Anand,1062,
,,1421,13/08/2021,BHAVNA CLEANING,ANAND,5520,
,,1422,16/08/2021,MAA ENTERPRISE,ANAND,750,CASH PURCHASE-FOR DOCTORS USED
,,1423,18/08/2021,OM AGENCY,ANAND,1800,FOR PATIENT USED
,,1424,19/08/2021,CASH PURCHASE,,300,CASH PURCHASE-FOR JATAN-CORDLESS-2011
,,1425,21/08/2021,Inside Solution,Anand,2000,Keyboard for Hetal Mam Home & SMPS for Anand reception
,,1426,23/08/2021,Inside Solution,Anand,19180,
,,1427,23/08/2021,ARVIND ELECTRIC STORES,ANAND,1900,
,,1428,23/08/2021,VRAJ PLASTIC,,7280,
,,1429,23/08/2021,PAULSON REFRIERATION,ANAND,38000,
,,1430,23/08/2021,D MART AVENUE SUPERMARTS LTD,,795,CASH PURCHASE-AUG-SEP USED-LED 1 YEAR WARRANTY
,,1431,23/08/2021,KHODIYAR CORPORATION CO.,Anand,1838,
,,1432,24/08/2021,CASH PURCHASE,,220.44,AS PER REQ. BY HETAL MAM
,,1433,24/08/2021,GALAXY SURGICAL,ANAND,5208,AS PER THE REQ. BY BORSAD
,,1434,24/08/2021,GALAXY SURGICAL,ANAND,2621,
,,1435,24/08/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,140213,
,,1436,24/08/2021,DARSHI MARKETING,BARODA,7251.32,FOR KHAMBHAT
,,1437,24/08/2021,MANISH MARKETING,AHMEDABAD,14040,180 FREIGHT EXTRA
,,1438,28/08/2021,MEDRUBB INDUSTRIES,COLKATTA,10080,Rs.572 Extra Frieght Charges
,,1439,28/08/2021,AKSHIT PHARMA AND SURGICALS,ANAND,2095,W.SCALE WARRANTY ITH 1 YEAR
,,1440,28/08/2021,CASH PURCHASE,,150,CASH PURCHASE
,,1441,31/08/2021,ARVIND GOHIL,ANAND,1700,
,,1442,31/08/2021,ARVIND GOHIL,ANAND,6000,
,,1443,31/08/2021,ARVIND GOHIL,ANAND,3500,
,,1444,01/09/2021,NEW GAYATRI ENTERPRISE,,472,CASH PURCHASE-FOR USG
,,1445,02/09/2021,CASH PURCHASE,,1260,cash purchase
,,1446,03/09/2021,BHAVNA CLEANING,ANAND,3700,
,,1447,03/09/2021,Inside Solution,Anand,9254,
,,1448,03/09/2021,GALAXY SURGICAL,ANAND,6987,
,,1449,03/09/2021,RINA MEDICAL STORES,,4615.5,
,,1450,03/09/2021,WHITE HOUSE,,3576,
,,1451,04/09/2021,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,34220,
,,1452,04/09/2021,HARIHAR BOOK DEPO,ANAND,2660,
,,1453,04/09/2021,G V SALES & SERVICE,BARODA,154350,
,,1454,04/09/2021,YOGI SERVICE,,6300,
,,1455,04/09/2021,CHANDAN GENERAL STORES,,7300,FOR CME (04/09/2021)
,,1456,04/09/2021,CASH PURCHASE,,300,CASH PURCHASE
,,1457,06/09/2021,ASHOK WATCH AMPORIUM,ANAND,19000,FOR CME
,,1458,07/09/2021,GALAXY SURGICAL,ANAND,4455,As per req. by USG-Dr.Bhunika Mam/POM-1 Year Waranty- MRI-4th floor/Tape for Jatan
,,1459,08/09/2021,CASH PURCHASE,,380,Cash purchase/ For USG Req. by Dr.Bhumika/ used for usg patient
,,1460,09/09/2021,SAINI AUTMOBILES,ANAND,4700,FOR USG-1 UPS/BUY BACK PRICE Rs.780
,,1461,09/09/2021,BHAVNA CLEANING,ANAND,780,FOR G.FLOOR & MRI 4th FLOOR
,,1462,09/09/2021,RAGUNANDAN REFRIGERATION,ANAND,30000,FOR BORSAD-5 YEAR WARRANTY
,,1463,13/09/2021,TRINITY SYSTEM (RONALD),ANAND,13500,FOR PENTRI ROOM
,,1464,13/09/2021,Inside Solution,Anand,27494,FOR SERVER
,,1465,13/09/2021,CARESTREAM,,465090,
,,1466,14/09/2021,ADCARE,MODASA,6474,200+200 QTY RECEIVED
,,1467,14/09/2021,SGE MEDTECH,SURAT,110250,
,,1468,15/09/2021,CASH PURCHASE,,240,CASH PURCHASE-FOR 1ST-2ND-4TH FLOOR USED-BIG SIZE
,,1469,15/09/2021,CHANDAN GENERAL STORES,,480,CASH PURCHASE-FOR HETAL MAM OFFICE
,,1470,15/09/2021,Inside Solution,Anand,3200,FOR MRI PATIENT WITH 1 YEAR WARRANTY
,,1471,16/09/2021,Inside Solution,Anand,11411,1 Bullet instead of Dome received/Line-4/new po-963
,,1472,16/09/2021,GALAXY SURGICAL,ANAND,2274,FOR USG-4th Procedure/ By Bhumika Mam Req.& CT Dept
,,1473,16/09/2021,PARAMOUNT,ANAND,6754,20 ML SYRIENGE 100 QTY RECEIVED OUT OF 300 QTY
,,1474,16/09/2021,PARAMOUNT,ANAND,476,20 ML SYRIENGE 50+100 QTY RECEIVED OUT OF 300 QTY
,,1475,16/09/2021,PARAMOUNT,ANAND,1428,20 ML SYRIENGE 100+50+150 QTY RECEIVED OUT OF 300 QTY
,,1476,16/09/2021,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,2671,
,,1477,16/09/2021,TECHNO HOUSE,Godhra,43800,
,,1478,18/09/2021,FUJI FILM INDIA PVT LTD,AHMEDABAD,50364,
,,1479,18/09/2021,GALAXY SURGICAL,ANAND,1320,
,,1480,18/09/2021,Inside Solution,Anand,2537,Ref.PO-945/9-change Dome to Bullet 1No./Rs.136 diff.add
,,1481,18/09/2021,G V SALES & SERVICE,BARODA,58240,
,,1482,18/09/2021,CASH PURCHASE,,300,CASH PURCHASE
,,1483,21/09/2021,CASH PURCHASE,,300,CASH PURCHASE-FOR 4th FLOOR MRI & STOCK PUPROSE
,,1484,21/09/2021,CASH PURCHASE,,450,CASH PURCHASE-FOR MOBIILE STOCK PURPOSE-REQ. BY HR/JATAN/SHRADHA
,,1485,21/09/2021,ENERGY PRINT,BARODA,4500,FETAL MEDICINE STATIONARY 3000 + 200 EXTRA
,,1486,21/09/2021,DARSHI MARKETING,BARODA,7006,
,,1487,22/09/2021,OM AGENCY,ANAND,1800,FOR PATIENT USED
,,1488,23/09/2021,VRAJ PLASTIC,,4840,
,,1489,23/09/2021,AMIT CHEM TRADERS,VADODARA,37288,
